athlete_id,date,edad,sexo,estatura_cm,peso_kg,horas_entrenamiento_semanal,intensidad_entrenamiento,tipo_disciplina,antecedentes_lesiones_previas,tiempo_desde_ultima_lesion_dias,fatiga_autoreportada,sueno_horas,dolor_actual,flexibilidad,fuerza_muscular,estabilidad_equilibrio,riesgo_lesion
83,2023-08-24,15,1,153.6,58.5,4.9,1,0,1,308,3.0,7.3,0.0,4,3,1,0
83,2023-08-31,15,1,153.6,58.5,4.8,5,0,1,511,4.0,6.5,3.0,4,3,4,1
83,2023-09-07,15,1,153.6,58.5,7.6,5,2,0,9999,4.0,8.2,0.0,3,4,3,0
83,2023-09-14,15,1,153.6,58.5,5.2,2,0,1,111,4.0,6.5,1.0,1,2,3,0
83,2023-09-21,15,1,153.6,58.5,8.4,3,1,0,9999,2.0,5.8,0.0,5,2,3,0
83,2023-09-28,15,1,153.6,58.5,8.2,4,0,0,9999,7.0,7.7,0.0,2,3,3,1
83,2023-10-05,15,1,153.6,58.5,11.1,3,0,1,666,5.0,5.6,0.0,2,3,3,0
83,2023-10-12,15,1,153.6,58.5,8.9,3,1,1,332,4.0,8.3,0.0,5,3,3,0
83,2023-10-19,15,1,153.6,58.5,6.8,4,0,0,9999,5.0,6.6,1.0,4,1,4,0
83,2023-10-26,15,1,153.6,58.5,9.2,4,0,0,9999,4.0,7.1,0.0,2,4,1,0
83,2023-11-02,15,1,153.6,58.5,4.9,5,0,0,9999,5.0,5.5,1.0,2,3,3,0
83,2023-11-09,15,1,153.6,58.5,7.9,3,0,1,527,4.0,9.8,0.0,3,2,3,1
83,2023-11-16,15,1,153.6,58.5,9.0,2,1,1,566,4.0,6.4,0.0,2,2,3,0
83,2023-11-23,15,1,153.6,58.5,8.4,5,0,0,9999,4.0,7.6,1.0,2,1,2,0
83,2023-11-30,15,1,153.6,58.5,9.2,1,1,1,223,6.0,6.0,2.0,5,3,1,1
83,2023-12-07,15,1,153.6,58.5,6.1,4,0,0,9999,6.0,7.1,3.0,3,3,1,0
84,2023-08-25,18,1,159.4,52.6,11.5,2,2,0,9999,4.0,9.9,3.0,4,3,3,1
84,2023-09-01,18,1,159.4,52.6,13.5,3,0,0,9999,4.0,8.3,2.0,3,5,3,0
84,2023-09-08,18,1,159.4,52.6,3.2,3,0,0,9999,5.0,7.2,2.0,4,2,3,0
84,2023-09-15,18,1,159.4,52.6,4.4,2,0,0,9999,5.0,8.0,2.0,5,4,3,0
84,2023-09-22,18,1,159.4,52.6,8.1,5,0,1,142,5.0,7.4,1.0,3,4,3,0
84,2023-09-29,18,1,159.4,52.6,7.2,1,0,0,9999,3.0,7.9,3.0,4,1,4,0
84,2023-10-06,18,1,159.4,52.6,13.7,4,1,0,9999,5.0,8.8,0.0,4,5,3,0
84,2023-10-13,18,1,159.4,52.6,8.7,4,0,1,43,4.0,7.6,0.0,5,5,3,0
84,2023-10-20,18,1,159.4,52.6,12.2,3,0,0,9999,4.0,8.2,0.0,3,3,3,0
84,2023-10-27,18,1,159.4,52.6,1.9,4,0,0,9999,6.0,8.3,4.0,4,3,4,0
84,2023-11-03,18,1,159.4,52.6,10.4,2,2,0,9999,5.0,7.6,1.0,1,4,2,0
84,2023-11-10,18,1,159.4,52.6,5.9,4,0,1,400,5.0,7.2,2.0,1,3,3,0
84,2023-11-17,18,1,159.4,52.6,5.8,3,0,0,9999,3.0,7.4,1.0,2,4,1,0
84,2023-11-24,18,1,159.4,52.6,7.3,3,0,0,9999,6.0,8.8,2.0,1,1,2,0
84,2023-12-01,18,1,159.4,52.6,3.7,3,1,0,9999,5.0,8.9,1.0,1,2,1,0
84,2023-12-08,18,1,159.4,52.6,9.3,3,1,1,517,4.0,6.7,1.0,1,1,3,0
84,2023-12-15,18,1,159.4,52.6,8.6,5,0,0,9999,5.0,7.7,2.0,5,3,3,0
84,2023-12-22,18,1,159.4,52.6,8.8,2,0,0,9999,7.0,7.2,0.0,2,4,3,0
84,2023-12-29,18,1,159.4,52.6,10.7,3,0,0,9999,2.0,8.9,2.0,3,3,1,0
84,2024-01-05,18,1,159.4,52.6,12.5,2,1,0,9999,2.0,7.5,1.0,4,3,4,1
85,2023-12-04,15,1,157.5,40.0,6.9,4,0,0,9999,8.0,10.4,1.0,1,3,2,0
85,2023-12-11,15,1,157.5,40.0,9.4,1,2,1,218,4.0,8.2,0.0,2,1,4,0
85,2023-12-18,15,1,157.5,40.0,8.9,3,0,0,9999,4.0,9.3,1.0,2,4,1,0
85,2023-12-25,15,1,157.5,40.0,9.1,2,0,1,841,3.0,6.9,0.0,1,3,3,0
85,2024-01-01,15,1,157.5,40.0,9.2,3,0,1,209,5.0,8.0,3.0,5,5,3,0
85,2024-01-08,15,1,157.5,40.0,12.8,4,1,0,9999,7.0,8.7,0.0,4,3,4,0
85,2024-01-15,15,1,157.5,40.0,6.6,4,1,0,9999,3.0,6.9,3.0,4,3,4,0
85,2024-01-22,15,1,157.5,40.0,3.4,4,2,1,134,3.0,8.0,0.0,4,5,3,0
85,2024-01-29,15,1,157.5,40.0,5.9,3,0,1,410,3.0,9.2,2.0,2,2,4,0
85,2024-02-05,15,1,157.5,40.0,10.3,4,0,0,9999,5.0,7.6,0.0,4,2,3,0
85,2024-02-12,15,1,157.5,40.0,8.1,3,0,0,9999,5.0,7.1,2.0,3,3,4,0
85,2024-02-19,15,1,157.5,40.0,6.6,5,0,0,9999,6.0,10.0,1.0,5,3,4,0
85,2024-02-26,15,1,157.5,40.0,4.8,3,0,0,9999,5.0,6.7,0.0,2,3,5,0
85,2024-03-04,15,1,157.5,40.0,8.7,3,0,0,9999,7.0,8.2,4.0,3,2,2,0
85,2024-03-11,15,1,157.5,40.0,9.9,2,0,1,162,3.0,7.2,3.0,2,5,3,0
85,2024-03-18,15,1,157.5,40.0,8.9,3,0,0,9999,2.0,7.0,2.0,2,4,2,0
85,2024-03-25,15,1,157.5,40.0,7.2,2,1,1,107,6.0,8.8,0.0,3,2,3,0
85,2024-04-01,15,1,157.5,40.0,8.4,4,0,0,9999,4.0,7.8,3.0,2,2,3,0
85,2024-04-08,15,1,157.5,40.0,8.4,3,1,0,9999,1.0,8.4,0.0,3,4,2,0
85,2024-04-15,15,1,157.5,40.0,8.6,5,0,0,9999,3.0,5.5,0.0,3,3,3,0
86,2023-02-22,15,1,154.7,49.7,4.4,1,1,0,9999,4.0,8.6,0.0,1,3,3,0
86,2023-03-01,15,1,154.7,49.7,8.6,2,0,0,9999,3.0,7.2,0.0,2,2,3,0
86,2023-03-08,15,1,154.7,49.7,6.7,4,0,0,9999,2.0,5.9,0.0,5,2,2,0
86,2023-03-15,15,1,154.7,49.7,11.1,3,2,0,9999,3.0,10.1,0.0,4,3,5,0
86,2023-03-22,15,1,154.7,49.7,8.4,3,0,0,9999,2.0,8.7,0.0,3,3,1,0
86,2023-03-29,15,1,154.7,49.7,10.5,4,1,1,251,4.0,8.3,0.0,4,2,5,1
86,2023-04-05,15,1,154.7,49.7,7.1,3,1,1,341,1.0,9.4,0.0,1,5,3,0
86,2023-04-12,15,1,154.7,49.7,7.2,2,0,0,9999,4.0,8.3,2.0,1,2,3,0
86,2023-04-19,15,1,154.7,49.7,12.5,4,1,1,791,4.0,7.1,1.0,2,4,3,0
86,2023-04-26,15,1,154.7,49.7,9.3,1,2,0,9999,3.0,7.8,0.0,3,3,3,0
86,2023-05-03,15,1,154.7,49.7,5.9,4,0,0,9999,5.0,7.3,4.0,3,4,2,0
86,2023-05-10,15,1,154.7,49.7,10.7,1,1,0,9999,1.0,7.4,1.0,1,5,2,0
86,2023-05-17,15,1,154.7,49.7,6.4,3,1,0,9999,2.0,6.6,1.0,1,2,5,0
86,2023-05-24,15,1,154.7,49.7,8.7,1,0,0,9999,3.0,6.9,3.0,4,3,4,0
86,2023-05-31,15,1,154.7,49.7,13.5,4,0,0,9999,5.0,9.0,0.0,3,2,2,0
86,2023-06-07,15,1,154.7,49.7,3.7,1,0,0,9999,4.0,8.4,1.0,5,4,3,0
86,2023-06-14,15,1,154.7,49.7,7.5,4,1,0,9999,7.0,7.4,3.0,2,4,2,0
86,2023-06-21,15,1,154.7,49.7,9.2,3,1,1,780,2.0,6.9,1.0,3,3,3,0
86,2023-06-28,15,1,154.7,49.7,10.3,1,1,1,135,1.0,7.6,0.0,4,3,3,0
86,2023-07-05,15,1,154.7,49.7,4.3,4,0,0,9999,6.0,6.1,0.0,4,2,3,0
87,2023-10-07,16,0,165.3,70.6,3.4,3,0,0,9999,1.0,8.1,2.0,2,3,3,0
87,2023-10-14,16,0,165.3,70.6,11.3,2,1,0,9999,5.0,9.0,0.0,2,3,2,0
87,2023-10-21,16,0,165.3,70.6,5.8,1,0,1,101,2.0,10.6,0.0,2,2,3,1
87,2023-10-28,16,0,165.3,70.6,5.7,3,1,0,9999,1.0,6.8,5.0,3,3,5,0
87,2023-11-04,16,0,165.3,70.6,12.7,1,1,0,9999,3.0,9.0,2.0,3,5,4,0
87,2023-11-11,16,0,165.3,70.6,8.2,1,0,0,9999,5.0,7.2,4.0,3,3,3,0
87,2023-11-18,16,0,165.3,70.6,8.2,2,0,0,9999,2.0,6.8,3.0,1,2,2,0
87,2023-11-25,16,0,165.3,70.6,7.5,3,0,0,9999,4.0,6.8,2.0,2,3,3,0
87,2023-12-02,16,0,165.3,70.6,4.3,3,1,0,9999,5.0,8.2,1.0,2,5,4,0
87,2023-12-09,16,0,165.3,70.6,10.0,1,2,1,257,2.0,7.0,2.0,4,4,4,0
87,2023-12-16,16,0,165.3,70.6,9.2,5,1,0,9999,3.0,7.3,4.0,4,2,3,1
87,2023-12-23,16,0,165.3,70.6,8.5,4,0,0,9999,6.0,7.5,3.0,3,4,3,0
87,2023-12-30,16,0,165.3,70.6,7.7,2,0,0,9999,4.0,7.2,2.0,3,4,4,0
87,2024-01-06,16,0,165.3,70.6,7.1,2,1,0,9999,3.0,7.1,1.0,1,5,2,0
87,2024-01-13,16,0,165.3,70.6,10.7,5,0,0,9999,4.0,5.3,2.0,3,4,4,0
87,2024-01-20,16,0,165.3,70.6,7.6,3,1,0,9999,2.0,8.1,0.0,1,1,1,0
87,2024-01-27,16,0,165.3,70.6,7.8,3,0,1,690,5.0,8.1,2.0,3,3,3,0
87,2024-02-03,16,0,165.3,70.6,9.6,3,0,0,9999,5.0,7.1,0.0,3,4,3,0
87,2024-02-10,16,0,165.3,70.6,8.6,4,0,1,820,4.0,8.4,1.0,2,5,3,0
87,2024-02-17,16,0,165.3,70.6,12.9,2,0,1,519,4.0,9.5,0.0,2,1,1,0
88,2023-08-05,21,1,168.1,50.3,2.7,4,1,1,405,2.0,8.0,0.0,1,3,4,0
88,2023-08-12,21,1,168.1,50.3,8.9,4,0,0,9999,1.0,9.5,0.0,2,3,1,0
88,2023-08-19,21,1,168.1,50.3,5.9,3,2,0,9999,3.0,10.5,4.0,5,3,2,0
88,2023-08-26,21,1,168.1,50.3,5.2,4,0,0,9999,3.0,10.8,0.0,3,3,3,0
88,2023-09-02,21,1,168.1,50.3,6.6,2,0,0,9999,5.0,6.7,2.0,3,3,5,0
88,2023-09-09,21,1,168.1,50.3,8.2,3,0,0,9999,5.0,6.7,0.0,3,5,1,0
88,2023-09-16,21,1,168.1,50.3,8.3,3,0,1,649,4.0,7.5,1.0,3,4,3,0
88,2023-09-23,21,1,168.1,50.3,3.4,3,0,1,109,5.0,8.1,2.0,2,4,3,0
88,2023-09-30,21,1,168.1,50.3,6.4,2,2,1,674,2.0,9.7,0.0,1,3,3,0
88,2023-10-07,21,1,168.1,50.3,8.8,3,0,0,9999,5.0,8.7,0.0,3,4,5,0
88,2023-10-14,21,1,168.1,50.3,5.4,2,0,0,9999,2.0,6.7,0.0,3,1,2,0
88,2023-10-21,21,1,168.1,50.3,4.7,2,0,0,9999,5.0,7.3,0.0,5,2,5,0
88,2023-10-28,21,1,168.1,50.3,1.2,2,0,0,9999,3.0,8.0,1.0,1,5,4,0
88,2023-11-04,21,1,168.1,50.3,6.0,4,0,1,639,1.0,6.4,2.0,1,3,3,0
88,2023-11-11,21,1,168.1,50.3,4.6,1,2,0,9999,5.0,8.0,0.0,4,2,4,0
88,2023-11-18,21,1,168.1,50.3,5.0,3,0,0,9999,5.0,6.7,1.0,3,5,4,0
88,2023-11-25,21,1,168.1,50.3,7.2,2,0,1,255,3.0,6.2,0.0,5,5,4,0
88,2023-12-02,21,1,168.1,50.3,6.2,1,2,0,9999,3.0,7.0,1.0,3,4,3,0
88,2023-12-09,21,1,168.1,50.3,4.5,3,0,1,737,3.0,8.5,0.0,3,2,4,0
88,2023-12-16,21,1,168.1,50.3,1.7,2,0,0,9999,1.0,8.4,2.0,2,2,3,0
89,2023-09-09,14,1,153.1,53.7,8.9,3,0,1,83,1.0,8.1,4.0,1,3,4,0
89,2023-09-16,14,1,153.1,53.7,10.3,3,0,0,9999,5.0,9.1,3.0,2,3,2,0
89,2023-09-23,14,1,153.1,53.7,6.8,5,0,0,9999,2.0,9.0,4.0,1,5,3,0
89,2023-09-30,14,1,153.1,53.7,7.2,5,1,0,9999,6.0,8.2,0.0,3,5,3,0
89,2023-10-07,14,1,153.1,53.7,8.0,3,1,0,9999,6.0,8.1,0.0,4,5,3,0
89,2023-10-14,14,1,153.1,53.7,12.7,4,1,1,327,6.0,8.1,2.0,2,1,4,1
89,2023-10-21,14,1,153.1,53.7,3.3,1,0,0,9999,3.0,7.8,4.0,1,4,5,0
89,2023-10-28,14,1,153.1,53.7,6.8,3,1,1,566,1.0,5.6,2.0,5,4,2,0
89,2023-11-04,14,1,153.1,53.7,2.8,4,0,1,608,2.0,9.2,0.0,1,3,1,0
89,2023-11-11,14,1,153.1,53.7,9.1,2,0,0,9999,3.0,8.4,0.0,3,2,3,0
89,2023-11-18,14,1,153.1,53.7,7.6,1,0,0,9999,1.0,6.7,2.0,4,4,3,0
89,2023-11-25,14,1,153.1,53.7,8.6,2,0,0,9999,3.0,9.6,1.0,2,1,3,0
89,2023-12-02,14,1,153.1,53.7,8.5,3,2,0,9999,3.0,7.4,0.0,4,5,4,0
89,2023-12-09,14,1,153.1,53.7,11.0,3,1,0,9999,2.0,7.9,1.0,3,2,4,0
89,2023-12-16,14,1,153.1,53.7,9.6,3,1,0,9999,2.0,9.1,1.0,2,3,3,0
89,2023-12-23,14,1,153.1,53.7,10.5,3,1,0,9999,3.0,8.2,0.0,4,5,3,0
89,2023-12-30,14,1,153.1,53.7,4.8,3,1,0,9999,4.0,9.5,3.0,3,5,3,0
89,2024-01-06,14,1,153.1,53.7,11.6,4,0,0,9999,2.0,7.6,0.0,3,4,3,0
89,2024-01-13,14,1,153.1,53.7,5.8,2,0,1,706,4.0,9.9,1.0,3,4,5,0
89,2024-01-20,14,1,153.1,53.7,6.0,4,1,0,9999,4.0,7.1,3.0,2,5,3,0
90,2023-07-07,20,1,160.4,45.8,8.8,3,0,1,470,4.0,9.4,1.0,2,5,3,0
90,2023-07-14,20,1,160.4,45.8,8.9,4,2,0,9999,3.0,5.5,3.0,1,3,3,0
90,2023-07-21,20,1,160.4,45.8,4.8,4,0,0,9999,1.0,6.8,0.0,2,4,1,0
90,2023-07-28,20,1,160.4,45.8,7.5,3,0,1,299,6.0,8.3,2.0,2,3,1,0
90,2023-08-04,20,1,160.4,45.8,12.5,2,0,0,9999,4.0,7.6,3.0,1,3,2,0
90,2023-08-11,20,1,160.4,45.8,3.6,3,1,0,9999,5.0,7.9,0.0,1,4,4,0
90,2023-08-18,20,1,160.4,45.8,12.5,5,0,0,9999,3.0,8.0,1.0,2,4,3,0
90,2023-08-25,20,1,160.4,45.8,7.3,3,1,0,9999,3.0,6.7,1.0,3,4,3,0
90,2023-09-01,20,1,160.4,45.8,1.0,1,0,0,9999,4.0,6.8,2.0,2,1,5,0
90,2023-09-08,20,1,160.4,45.8,3.9,1,1,0,9999,1.0,8.3,2.0,3,3,2,0
90,2023-09-15,20,1,160.4,45.8,5.1,5,0,0,9999,2.0,7.3,0.0,3,3,4,0
90,2023-09-22,20,1,160.4,45.8,6.1,1,0,1,801,2.0,9.5,1.0,4,3,3,0
90,2023-09-29,20,1,160.4,45.8,7.7,1,0,1,48,3.0,7.8,4.0,3,3,3,0
90,2023-10-06,20,1,160.4,45.8,1.0,3,0,0,9999,2.0,8.8,3.0,5,4,3,0
90,2023-10-13,20,1,160.4,45.8,8.6,5,0,0,9999,4.0,8.5,3.0,3,1,4,0
90,2023-10-20,20,1,160.4,45.8,4.8,3,1,0,9999,4.0,7.3,1.0,1,2,3,0
90,2023-10-27,20,1,160.4,45.8,12.2,3,0,1,804,6.0,5.8,5.0,2,5,4,0
90,2023-11-03,20,1,160.4,45.8,7.2,3,0,0,9999,7.0,9.3,3.0,3,5,1,0
90,2023-11-10,20,1,160.4,45.8,10.8,1,0,0,9999,2.0,6.9,1.0,3,1,3,0
90,2023-11-17,20,1,160.4,45.8,11.3,4,0,0,9999,4.0,7.6,2.0,3,3,3,1
91,2023-02-10,13,1,170.3,59.7,11.2,3,0,0,9999,4.0,7.8,0.0,3,1,3,0
91,2023-02-17,13,1,170.3,59.7,6.3,3,0,0,9999,3.0,7.9,2.0,2,4,5,0
91,2023-02-24,13,1,170.3,59.7,6.3,4,0,0,9999,2.0,9.1,2.0,5,3,5,0
91,2023-03-03,13,1,170.3,59.7,7.3,5,0,0,9999,2.0,8.0,2.0,3,3,3,0
91,2023-03-10,13,1,170.3,59.7,9.9,3,0,0,9999,4.0,7.9,1.0,3,3,3,0
91,2023-03-17,13,1,170.3,59.7,6.5,2,1,0,9999,2.0,9.1,0.0,5,3,4,0
91,2023-03-24,13,1,170.3,59.7,7.6,4,0,0,9999,4.0,8.7,2.0,4,2,4,0
91,2023-03-31,13,1,170.3,59.7,8.8,3,0,1,180,3.0,7.2,2.0,3,4,3,1
91,2023-04-07,13,1,170.3,59.7,5.3,5,0,0,9999,4.0,6.7,0.0,4,4,3,0
91,2023-04-14,13,1,170.3,59.7,5.1,5,0,0,9999,2.0,7.1,1.0,3,4,4,0
91,2023-04-21,13,1,170.3,59.7,7.5,2,0,0,9999,4.0,7.9,4.0,3,5,3,0
91,2023-04-28,13,1,170.3,59.7,7.9,5,1,0,9999,2.0,6.6,0.0,4,4,3,0
91,2023-05-05,13,1,170.3,59.7,9.3,3,0,0,9999,4.0,8.1,1.0,1,1,2,0
91,2023-05-12,13,1,170.3,59.7,10.0,3,2,0,9999,6.0,7.9,4.0,3,1,3,0
91,2023-05-19,13,1,170.3,59.7,4.7,1,0,0,9999,4.0,5.2,1.0,2,4,3,0
91,2023-05-26,13,1,170.3,59.7,5.6,4,1,0,9999,4.0,6.5,0.0,3,1,3,0
91,2023-06-02,13,1,170.3,59.7,5.1,3,1,0,9999,5.0,4.8,1.0,1,3,3,0
91,2023-06-09,13,1,170.3,59.7,12.2,3,0,0,9999,1.0,7.6,3.0,3,2,4,0
91,2023-06-16,13,1,170.3,59.7,7.6,5,0,1,533,6.0,9.2,1.0,2,5,2,1
91,2023-06-23,13,1,170.3,59.7,8.0,3,0,0,9999,2.0,5.9,2.0,1,3,2,0
92,2023-06-06,16,1,165.5,55.9,8.2,3,2,0,9999,5.0,6.5,2.0,5,1,4,0
92,2023-06-13,16,1,165.5,55.9,5.9,4,0,0,9999,5.0,7.8,2.0,2,5,3,0
92,2023-06-20,16,1,165.5,55.9,12.7,4,0,0,9999,2.0,6.8,2.0,2,3,3,0
92,2023-06-27,16,1,165.5,55.9,9.2,5,0,0,9999,5.0,6.8,1.0,2,1,5,0
92,2023-07-04,16,1,165.5,55.9,8.1,5,0,1,616,4.0,8.6,0.0,3,4,3,0
92,2023-07-11,16,1,165.5,55.9,4.7,3,2,0,9999,6.0,7.5,2.0,4,2,2,0
92,2023-07-18,16,1,165.5,55.9,4.5,3,1,0,9999,4.0,6.4,1.0,4,4,3,0
92,2023-07-25,16,1,165.5,55.9,7.1,2,0,0,9999,3.0,5.7,0.0,2,3,3,0
92,2023-08-01,16,1,165.5,55.9,5.9,3,0,0,9999,3.0,10.4,2.0,3,2,4,0
92,2023-08-08,16,1,165.5,55.9,4.8,3,0,1,821,1.0,9.2,3.0,3,4,2,0
92,2023-08-15,16,1,165.5,55.9,6.9,4,1,0,9999,3.0,7.5,1.0,3,3,3,0
92,2023-08-22,16,1,165.5,55.9,7.4,2,2,0,9999,3.0,8.1,1.0,3,3,1,0
92,2023-08-29,16,1,165.5,55.9,8.4,2,0,0,9999,4.0,7.5,0.0,4,4,4,0
92,2023-09-05,16,1,165.5,55.9,6.5,2,0,0,9999,1.0,8.6,1.0,1,2,4,0
92,2023-09-12,16,1,165.5,55.9,5.0,1,2,0,9999,3.0,7.1,2.0,2,3,3,0
92,2023-09-19,16,1,165.5,55.9,5.1,3,0,0,9999,4.0,7.4,1.0,3,5,3,0
92,2023-09-26,16,1,165.5,55.9,11.6,2,0,0,9999,5.0,8.5,1.0,3,3,4,0
92,2023-10-03,16,1,165.5,55.9,4.2,2,0,0,9999,1.0,9.6,3.0,3,3,2,0
92,2023-10-10,16,1,165.5,55.9,9.1,1,0,0,9999,5.0,8.8,1.0,3,2,3,0
92,2023-10-17,16,1,165.5,55.9,9.6,4,0,0,9999,3.0,9.4,6.0,2,3,5,0
93,2023-01-15,15,1,166.7,49.1,7.6,4,2,0,9999,3.0,7.7,2.0,3,3,3,0
93,2023-01-22,15,1,166.7,49.1,13.3,2,0,0,9999,1.0,7.3,0.0,2,2,1,0
93,2023-01-29,15,1,166.7,49.1,9.5,4,0,0,9999,6.0,5.9,0.0,3,2,2,0
93,2023-02-05,15,1,166.7,49.1,13.5,3,0,1,819,4.0,8.1,2.0,2,3,3,0
93,2023-02-12,15,1,166.7,49.1,6.0,2,1,0,9999,1.0,8.4,0.0,4,2,1,0
93,2023-02-19,15,1,166.7,49.1,6.1,3,0,0,9999,4.0,7.7,0.0,4,3,3,0
93,2023-02-26,15,1,166.7,49.1,9.6,2,0,1,572,4.0,7.1,0.0,3,4,3,0
93,2023-03-05,15,1,166.7,49.1,7.2,4,0,0,9999,5.0,9.4,0.0,2,2,4,0
93,2023-03-12,15,1,166.7,49.1,13.1,1,1,1,532,3.0,8.7,2.0,1,4,3,0
93,2023-03-19,15,1,166.7,49.1,9.0,5,0,0,9999,4.0,9.4,2.0,1,3,3,1
93,2023-03-26,15,1,166.7,49.1,4.9,1,0,1,275,3.0,7.0,0.0,1,5,2,0
93,2023-04-02,15,1,166.7,49.1,2.8,3,0,0,9999,4.0,7.2,3.0,1,5,1,0
93,2023-04-09,15,1,166.7,49.1,7.8,5,0,0,9999,2.0,9.3,0.0,3,4,2,0
93,2023-04-16,15,1,166.7,49.1,7.7,1,2,0,9999,2.0,7.9,2.0,5,3,1,0
93,2023-04-23,15,1,166.7,49.1,8.9,3,1,1,259,3.0,7.4,2.0,1,5,3,0
93,2023-04-30,15,1,166.7,49.1,11.6,3,0,0,9999,2.0,7.5,0.0,1,5,3,0
93,2023-05-07,15,1,166.7,49.1,11.2,3,0,0,9999,6.0,8.0,0.0,4,3,3,0
93,2023-05-14,15,1,166.7,49.1,6.3,2,0,0,9999,6.0,9.1,2.0,3,3,2,0
93,2023-05-21,15,1,166.7,49.1,4.1,1,0,1,733,3.0,7.8,0.0,3,1,2,0
93,2023-05-28,15,1,166.7,49.1,4.3,3,1,0,9999,1.0,8.9,1.0,5,1,4,0
94,2023-10-28,13,1,170.9,44.6,5.8,3,0,0,9999,4.0,8.5,2.0,3,3,3,0
94,2023-11-04,13,1,170.9,44.6,6.9,3,0,0,9999,3.0,7.0,2.0,3,3,1,0
94,2023-11-11,13,1,170.9,44.6,8.9,2,2,0,9999,5.0,7.0,0.0,3,3,4,0
94,2023-11-18,13,1,170.9,44.6,5.6,3,0,0,9999,2.0,7.5,1.0,2,1,3,0
94,2023-11-25,13,1,170.9,44.6,8.8,3,0,0,9999,4.0,6.5,0.0,3,4,2,0
94,2023-12-02,13,1,170.9,44.6,9.1,3,1,1,791,4.0,7.4,3.0,2,3,2,0
94,2023-12-09,13,1,170.9,44.6,8.4,3,1,0,9999,2.0,9.7,4.0,3,3,3,0
94,2023-12-16,13,1,170.9,44.6,4.6,2,1,1,601,4.0,8.0,0.0,1,3,3,0
94,2023-12-23,13,1,170.9,44.6,9.4,2,1,0,9999,5.0,7.2,1.0,2,3,4,0
94,2023-12-30,13,1,170.9,44.6,14.2,2,0,0,9999,4.0,10.1,3.0,2,2,3,0
94,2024-01-06,13,1,170.9,44.6,8.7,3,0,0,9999,4.0,7.0,1.0,2,3,3,0
94,2024-01-13,13,1,170.9,44.6,1.0,2,0,0,9999,2.0,6.9,2.0,1,3,3,0
94,2024-01-20,13,1,170.9,44.6,11.7,3,1,0,9999,5.0,9.4,1.0,4,4,3,0
94,2024-01-27,13,1,170.9,44.6,5.9,3,0,0,9999,5.0,8.7,0.0,3,2,1,0
94,2024-02-03,13,1,170.9,44.6,14.8,3,0,1,245,3.0,7.9,1.0,4,2,3,0
94,2024-02-10,13,1,170.9,44.6,8.3,3,2,0,9999,3.0,8.9,3.0,4,3,3,0
94,2024-02-17,13,1,170.9,44.6,2.9,2,0,1,343,6.0,8.3,2.0,2,4,5,0
94,2024-02-24,13,1,170.9,44.6,1.8,3,0,0,9999,2.0,6.7,4.0,3,4,3,0
94,2024-03-02,13,1,170.9,44.6,12.6,5,0,0,9999,4.0,5.4,0.0,3,3,3,0
94,2024-03-09,13,1,170.9,44.6,11.3,3,0,0,9999,3.0,7.4,2.0,3,3,3,0
95,2023-03-06,17,1,170.8,66.2,14.7,4,0,0,9999,6.0,9.2,0.0,4,2,5,0
95,2023-03-13,17,1,170.8,66.2,8.0,4,0,0,9999,4.0,7.5,0.0,3,4,3,1
95,2023-03-20,17,1,170.8,66.2,7.8,3,0,1,164,5.0,8.5,4.0,3,2,3,0
95,2023-03-27,17,1,170.8,66.2,6.9,1,0,1,31,2.0,8.2,1.0,4,4,5,0
95,2023-04-03,17,1,170.8,66.2,6.0,3,0,0,9999,2.0,6.1,1.0,1,5,5,0
95,2023-04-10,17,1,170.8,66.2,6.8,2,0,1,169,3.0,7.6,2.0,3,5,2,0
95,2023-04-17,17,1,170.8,66.2,8.7,3,0,0,9999,4.0,8.4,0.0,1,4,3,0
95,2023-04-24,17,1,170.8,66.2,5.5,4,0,0,9999,3.0,7.1,4.0,2,2,5,0
95,2023-05-01,17,1,170.8,66.2,3.0,4,0,0,9999,5.0,7.6,5.0,2,3,3,0
95,2023-05-08,17,1,170.8,66.2,8.5,3,2,0,9999,3.0,8.4,3.0,3,1,3,0
95,2023-05-15,17,1,170.8,66.2,5.4,3,2,0,9999,1.0,8.1,2.0,4,2,2,0
95,2023-05-22,17,1,170.8,66.2,1.0,3,0,0,9999,4.0,9.2,1.0,1,1,3,0
95,2023-05-29,17,1,170.8,66.2,9.7,4,0,0,9999,2.0,8.4,0.0,4,3,3,1
95,2023-06-05,17,1,170.8,66.2,4.7,4,0,0,9999,3.0,6.9,3.0,1,3,1,0
95,2023-06-12,17,1,170.8,66.2,10.0,5,1,0,9999,6.0,7.5,3.0,2,5,1,0
95,2023-06-19,17,1,170.8,66.2,9.9,1,2,0,9999,6.0,8.0,2.0,5,3,1,0
95,2023-06-26,17,1,170.8,66.2,8.9,3,0,0,9999,3.0,9.5,2.0,1,3,2,0
95,2023-07-03,17,1,170.8,66.2,15.5,2,1,0,9999,4.0,7.5,2.0,2,3,2,0
95,2023-07-10,17,1,170.8,66.2,7.6,2,2,1,269,3.0,6.1,0.0,2,4,4,0
95,2023-07-17,17,1,170.8,66.2,7.1,5,0,0,9999,3.0,8.5,6.0,2,5,2,1
96,2023-12-11,17,0,168.2,42.2,10.1,5,0,0,9999,3.0,7.2,1.0,2,3,3,0
